RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,PRCHS_MTH_NM,BOOK_DISC_DVD_PRCHS_AT,PBLPRFR_DSPY_EXPRN_PRCHS_AT,GAME_PRCHS_AT,MUSIC_STRMNG_DWLD_VCH_PRCHS_AT,MVP_STRMNG_DWLD_VCH_PRCHS_AT,CLTUR_DGTL_CNTNTS_ETC_PRCHS_AT
348941,202303,M,20대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
349027,202303,M,20대,대구광역시,무응답,오프라인,N,N,N,N,N,N
349516,202303,M,20대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
349951,202303,M,20대,제주특별자치도,무응답,오프라인,N,N,N,N,N,N
350242,202303,M,20대,경상북도,300이상500만원 미만,오프라인,N,N,N,N,N,N
350292,202303,M,20대,부산광역시,700만원 이상,오프라인,N,N,N,N,N,N
351224,202303,M,20대,대구광역시,300만원 미만,온라인,N,N,N,N,N,N
351384,202303,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
352215,202303,M,30대,경기도,700만원 이상,온라인,N,N,Y,Y,N,Y
352442,202303,M,30대,경상북도,500이상700만원 미만,오프라인,N,N,N,N,N,N
359051,202303,M,30대,대구광역시,300만원 미만,오프라인,N,N,N,N,N,N
359804,202303,M,20대,세종특별자치시,300만원 미만,온라인,N,N,Y,N,Y,N
360197,202303,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
360629,202303,M,20대,경기도,300만원 미만,온라인,N,N,N,N,N,N
360860,202303,M,20대,울산광역시,무응답,온라인,N,N,N,N,N,N
360890,202303,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
361010,202303,M,20대,경상북도,300만원 미만,오프라인,N,N,N,N,N,N
362522,202303,M,30대,전라남도,300만원 미만,온라인,N,N,N,N,N,N
364843,202303,F,20대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
364904,202303,M,20대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
365488,202303,F,20대,부산광역시,500이상700만원 미만,오프라인,N,N,N,N,N,N
365673,202303,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
366326,202303,M,20대,부산광역시,700만원 이상,온라인,N,N,N,N,N,N
366783,202303,M,20대,충청남도,500이상700만원 미만,온라인,N,N,N,N,N,N
367077,202303,M,20대,서울특별시,무응답,오프라인,N,N,N,N,N,N
367325,202303,F,20대,강원도,700만원 이상,온라인,N,N,N,N,N,N
367332,202303,M,20대,서울특별시,무응답,오프라인,N,N,N,N,N,N
368763,202303,M,20대,부산광역시,700만원 이상,오프라인,N,N,N,N,N,N
368805,202303,M,20대,인천광역시,700만원 이상,오프라인,N,N,N,N,N,N
369444,202303,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
369661,202303,M,20대,부산광역시,300이상500만원 미만,온라인,N,N,N,N,N,N
369668,202303,M,20대,전라남도,300만원 미만,오프라인,N,N,N,N,N,N
372911,202303,M,30대,경상북도,무응답,온라인,N,N,Y,N,N,N
373182,202303,M,30대,강원도,700만원 이상,온라인,Y,N,Y,N,Y,N
379893,202303,M,20대,강원도,700만원 이상,오프라인,Y,N,N,N,N,N
381499,202303,M,20대,부산광역시,700만원 이상,오프라인,N,N,N,N,N,N
381500,202303,M,20대,제주특별자치도,500이상700만원 미만,오프라인,N,N,N,N,N,N
382350,202303,M,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
385279,202303,M,30대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
385574,202303,M,30대,부산광역시,300만원 미만,오프라인,N,N,N,N,N,N
392355,202303,M,30대,경기도,700만원 이상,오프라인,N,N,N,N,N,N
392598,202303,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
392666,202303,M,30대,경상북도,700만원 이상,온라인,Y,Y,N,Y,N,N
393039,202303,M,20대,대구광역시,500이상700만원 미만,온라인,N,N,Y,N,N,N
393517,202303,M,20대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
393779,202303,M,20대,제주특별자치도,300만원 미만,온라인,N,N,N,Y,Y,N
393850,202303,M,30대,경기도,300이상500만원 미만,온라인,N,Y,N,N,Y,N
394153,202303,M,20대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
394224,202303,F,20대,강원도,무응답,오프라인,N,N,N,N,N,N
394226,202303,M,20대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
394778,202303,M,20대,강원도,300만원 미만,온라인,Y,N,N,N,Y,N
396129,202303,M,20대,경상남도,700만원 이상,온라인,N,N,N,N,N,N
396948,202303,M,20대,부산광역시,300이상500만원 미만,온라인,N,N,N,N,Y,N
397517,202303,M,20대,강원도,500이상700만원 미만,오프라인,N,N,Y,N,N,N
400437,202303,M,30대,제주특별자치도,300만원 미만,온라인,N,N,N,N,N,N
400624,202303,M,30대,경기도,300만원 미만,온라인,N,N,N,N,N,N
400873,202303,F,20대,강원도,300만원 미만,온라인,Y,N,N,N,N,N
401039,202303,M,40대,부산광역시,300만원 미만,오프라인,N,N,N,N,N,N
401156,202303,M,20대,경상남도,무응답,온라인,N,N,N,N,N,N
402170,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
402518,202303,M,20대,울산광역시,300만원 미만,오프라인,N,N,N,N,N,N
404640,202303,M,20대,제주특별자치도,무응답,오프라인,N,N,N,N,N,N
404741,202303,M,30대,대구광역시,300이상500만원 미만,온라인,N,N,N,N,N,N
406676,202303,M,30대,경상북도,300이상500만원 미만,온라인,N,N,N,N,Y,N
408784,202303,F,20대,대구광역시,300만원 미만,오프라인,Y,N,N,N,N,N
410245,202303,M,30대,강원도,700만원 이상,온라인,N,N,N,N,N,N
410595,202303,M,20대,충청남도,무응답,오프라인,N,N,N,N,N,N
411047,202303,M,20대,경상남도,300이상500만원 미만,온라인,N,N,Y,N,Y,N
411048,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
411403,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
411797,202303,M,20대,부산광역시,700만원 이상,오프라인,Y,N,N,N,N,N
411828,202303,M,30대,강원도,300만원 미만,온라인,N,N,N,N,N,N
411991,202303,M,20대,강원도,무응답,온라인,N,N,Y,Y,N,Y
412110,202303,M,20대,세종특별자치시,500이상700만원 미만,온라인,N,N,Y,N,N,N
412853,202303,M,30대,제주특별자치도,300이상500만원 미만,오프라인,N,N,N,N,N,N
413051,202303,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
413139,202303,M,20대,서울특별시,300만원 미만,오프라인,N,N,N,N,N,N
413161,202303,M,20대,전라남도,700만원 이상,오프라인,N,N,N,N,N,N
413322,202303,M,30대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
413910,202303,M,30대,부산광역시,700만원 이상,온라인,N,N,N,N,N,N
414228,202303,M,30대,경상북도,500이상700만원 미만,온라인,N,Y,N,Y,Y,N
414361,202303,M,30대,강원도,무응답,온라인,N,Y,Y,Y,Y,N
416792,202303,M,30대,경상남도,500이상700만원 미만,오프라인,N,N,N,N,N,N
417526,202303,M,30대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
417943,202303,M,30대,전라북도,300만원 미만,온라인,N,N,N,N,N,Y
418207,202303,M,20대,울산광역시,무응답,온라인,N,N,N,N,N,N
420644,202303,M,20대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
420941,202303,M,20대,세종특별자치시,300만원 미만,오프라인,N,N,N,N,N,N
421320,202303,M,30대,경기도,300만원 미만,온라인,N,N,N,N,N,N
421440,202303,M,20대,전라북도,300만원 미만,온라인,N,N,N,N,N,N
421476,202303,M,20대,대전광역시,500이상700만원 미만,오프라인,N,N,N,N,N,N
421738,202303,M,20대,부산광역시,500이상700만원 미만,오프라인,N,N,N,N,N,N
422200,202303,M,20대,경기도,300이상500만원 미만,오프라인,N,N,N,N,N,N
422305,202303,F,20대,강원도,무응답,온라인,N,N,N,N,N,N
422714,202303,M,20대,부산광역시,500이상700만원 미만,온라인,N,N,Y,N,Y,N
422782,202303,M,20대,충청남도,300만원 미만,오프라인,N,N,N,N,N,N
422816,202303,M,20대,경상북도,무응답,오프라인,N,N,N,N,N,N
423085,202303,M,30대,울산광역시,300만원 미만,오프라인,N,N,N,N,N,N
423700,202303,M,20대,강원도,700만원 이상,온라인,N,N,N,N,N,N
423863,202303,F,20대,충청남도,300만원 미만,온라인,N,N,N,N,N,N
423941,202303,M,20대,경상북도,700만원 이상,온라인,N,N,N,N,N,N
423985,202303,M,20대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
424076,202303,M,20대,울산광역시,300만원 미만,온라인,N,N,N,N,N,N
424682,202303,M,20대,부산광역시,300이상500만원 미만,오프라인,N,N,N,N,N,N
424713,202303,M,20대,부산광역시,700만원 이상,온라인,N,N,N,Y,Y,N
424790,202303,M,20대,부산광역시,700만원 이상,오프라인,N,N,N,N,N,N
425020,202303,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
425441,202303,M,20대,경상북도,700만원 이상,오프라인,N,N,N,N,N,N
425572,202303,M,20대,경상남도,무응답,오프라인,N,N,N,N,N,N
425722,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
426198,202303,M,20대,울산광역시,700만원 이상,오프라인,N,N,N,N,N,N
426416,202303,M,20대,강원도,500이상700만원 미만,오프라인,Y,N,Y,N,N,N
426564,202303,M,20대,부산광역시,300이상500만원 미만,온라인,N,N,N,N,N,N
426614,202303,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
426894,202303,M,20대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
426936,202303,M,20대,경상남도,700만원 이상,온라인,Y,N,N,N,N,N
427096,202303,M,20대,경기도,300만원 미만,온라인,N,N,N,N,N,N
427223,202303,M,20대,충청남도,무응답,온라인,N,N,N,N,N,N
427475,202303,M,20대,인천광역시,300만원 미만,온라인,N,N,N,N,Y,N
428199,202303,M,20대,인천광역시,무응답,온라인,N,N,N,N,N,Y
428915,202303,M,20대,서울특별시,300만원 미만,온라인,N,N,N,N,N,N
429086,202303,M,20대,경상남도,무응답,오프라인,N,N,N,N,N,N
429114,202303,M,20대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
429373,202303,M,20대,강원도,무응답,온라인,N,Y,Y,N,Y,Y
429389,202303,M,20대,부산광역시,300이상500만원 미만,온라인,N,N,N,N,N,N
429746,202303,M,20대,경상북도,500이상700만원 미만,오프라인,N,N,N,N,N,N
429848,202303,M,20대,충청남도,500이상700만원 미만,온라인,N,N,N,N,N,N
430028,202303,M,20대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
430618,202303,M,20대,부산광역시,300이상500만원 미만,온라인,N,N,N,N,N,N
431072,202303,M,20대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
431088,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
431752,202303,M,20대,충청남도,무응답,오프라인,N,Y,N,N,N,N
431925,202303,M,20대,경기도,무응답,온라인,N,N,N,N,N,N
432439,202303,M,20대,광주광역시,무응답,오프라인,N,N,N,N,N,N
433008,202303,M,20대,서울특별시,무응답,온라인,N,N,N,N,N,N
433685,202303,M,20대,경상북도,500이상700만원 미만,오프라인,N,N,N,N,N,N
433710,202303,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
433713,202303,M,20대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
433767,202303,M,20대,부산광역시,700만원 이상,오프라인,N,N,N,N,N,N
434069,202303,M,20대,부산광역시,무응답,온라인,Y,N,N,Y,N,N
434544,202303,M,20대,대구광역시,무응답,온라인,N,N,N,N,N,N
435569,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
435613,202303,M,20대,충청북도,700만원 이상,온라인,N,N,N,N,N,N
435781,202303,M,20대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
436148,202303,M,20대,강원도,700만원 이상,온라인,N,N,Y,N,N,N
436281,202303,M,20대,제주특별자치도,무응답,온라인,N,N,N,N,N,N
436535,202303,M,20대,대전광역시,500이상700만원 미만,오프라인,N,N,N,N,N,N
436650,202303,M,20대,전라남도,300만원 미만,온라인,N,N,N,N,N,N
437171,202303,M,20대,부산광역시,300만원 미만,온라인,N,N,Y,N,Y,N
437444,202303,M,30대,부산광역시,300이상500만원 미만,온라인,Y,Y,N,Y,Y,Y
438525,202303,M,30대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
439398,202303,M,30대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
439753,202303,M,20대,전라남도,700만원 이상,온라인,N,N,N,N,N,N
441264,202303,M,30대,부산광역시,300이상500만원 미만,오프라인,N,N,N,N,N,N
442201,202303,M,20대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
443453,202303,M,20대,강원도,500이상700만원 미만,오프라인,Y,Y,N,N,N,N
444876,202303,M,20대,전라북도,무응답,오프라인,N,N,N,N,N,N
446015,202303,M,20대,경상북도,300만원 미만,오프라인,N,N,N,N,N,N
446445,202303,M,20대,경상북도,무응답,온라인,N,N,N,N,N,N
446475,202303,M,20대,경상북도,무응답,오프라인,N,N,N,N,N,N
446545,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
446951,202303,M,20대,대구광역시,300만원 미만,온라인,N,Y,N,N,N,N
447243,202303,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
447282,202303,F,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
447357,202303,M,20대,경상북도,700만원 이상,온라인,N,N,N,N,N,N
447410,202303,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
447447,202303,M,20대,제주특별자치도,300만원 미만,온라인,N,N,N,N,Y,N
447483,202303,M,20대,전라남도,무응답,오프라인,N,N,N,N,N,N
447977,202303,M,30대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
448575,202303,M,30대,경기도,300이상500만원 미만,온라인,Y,N,Y,Y,Y,Y
448838,202303,M,30대,강원도,700만원 이상,온라인,N,Y,Y,N,Y,N
449187,202303,M,20대,광주광역시,300만원 미만,온라인,N,N,N,N,N,N
449662,202303,M,20대,강원도,700만원 이상,온라인,N,N,N,N,N,N
450664,202303,M,30대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
451086,202303,M,30대,강원도,300만원 미만,온라인,N,N,N,N,N,N
451371,202303,M,30대,제주특별자치도,300만원 미만,온라인,N,N,N,N,N,N
451590,202303,M,20대,충청남도,300만원 미만,오프라인,Y,N,N,N,N,N
451594,202303,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
451630,202303,M,20대,경상남도,700만원 이상,오프라인,N,Y,N,N,N,N
451634,202303,M,20대,전라북도,300만원 미만,오프라인,N,N,N,N,N,N
451708,202303,M,20대,세종특별자치시,300이상500만원 미만,온라인,N,N,Y,N,Y,N
451728,202303,M,20대,제주특별자치도,700만원 이상,온라인,N,N,N,N,N,N
451730,202303,M,20대,충청북도,무응답,온라인,N,N,N,N,N,N
451737,202303,M,20대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
451899,202303,M,20대,제주특별자치도,무응답,온라인,N,N,Y,N,N,N
451962,202303,M,20대,울산광역시,무응답,온라인,N,N,N,Y,N,N
452624,202303,M,20대,전라남도,300만원 미만,온라인,N,N,N,N,N,N
452744,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
2920838,202303,M,20대,충청남도,무응답,오프라인,N,N,N,N,N,N
2921025,202303,M,20대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
2954017,202303,M,20대,제주특별자치도,700만원 이상,온라인,N,N,N,N,N,N
2955293,202303,M,20대,대전광역시,무응답,오프라인,N,N,N,N,N,N
2957930,202303,M,20대,경상북도,무응답,오프라인,N,N,N,N,N,N
2958249,202303,M,20대,제주특별자치도,500이상700만원 미만,오프라인,N,N,Y,N,N,N
2960039,202303,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
2961599,202303,M,20대,충청남도,700만원 이상,오프라인,N,N,N,N,N,N
2961798,202303,M,20대,충청남도,300만원 미만,온라인,N,N,N,N,N,N
2961843,202303,M,20대,부산광역시,300이상500만원 미만,오프라인,N,N,N,N,N,N
2972792,202303,M,20대,울산광역시,300만원 미만,온라인,N,N,N,N,N,N
3004457,202303,M,20대,세종특별자치시,300이상500만원 미만,온라인,N,N,N,N,N,N
3004692,202303,M,20대,경기도,무응답,오프라인,N,N,N,N,N,N
3005177,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
3006584,202303,M,20대,경기도,무응답,온라인,N,N,N,N,N,N
3007233,202303,M,20대,대구광역시,700만원 이상,온라인,N,N,Y,N,Y,N
3010497,202303,M,20대,대구광역시,무응답,오프라인,N,N,N,N,N,N
3012022,202303,M,20대,전라남도,500이상700만원 미만,오프라인,Y,N,N,N,N,Y
3012171,202303,M,20대,전라남도,무응답,오프라인,N,N,N,N,N,N
3012994,202303,M,20대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
3037842,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
3037957,202303,M,20대,경기도,300만원 미만,온라인,N,N,N,N,N,N
3038302,202303,M,20대,제주특별자치도,무응답,오프라인,N,N,N,N,N,N
3038386,202303,M,20대,대구광역시,700만원 이상,오프라인,N,N,N,N,N,N
3038877,202303,M,20대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
3041945,202303,M,20대,전라남도,무응답,온라인,N,N,N,N,N,N
3042664,202303,M,20대,경기도,무응답,오프라인,N,N,N,N,N,N
3043021,202303,M,20대,부산광역시,무응답,오프라인,Y,N,N,N,N,N
3043139,202303,M,20대,충청남도,300이상500만원 미만,온라인,N,N,Y,N,N,N
3043259,202303,M,20대,경상남도,300만원 미만,온라인,N,N,N,N,N,N
3043752,202303,F,20대,전라남도,300이상500만원 미만,오프라인,N,N,N,N,N,N
3043829,202303,M,20대,전라북도,무응답,온라인,N,N,Y,Y,N,Y
3043924,202303,M,20대,전라남도,무응답,온라인,N,Y,N,N,N,N
3044006,202303,M,20대,강원도,700만원 이상,온라인,Y,N,N,N,N,N
3044178,202303,M,20대,세종특별자치시,300만원 미만,온라인,Y,N,N,N,Y,N
3044922,202303,M,20대,울산광역시,700만원 이상,오프라인,N,N,N,N,N,N
3044970,202303,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
3046997,202303,M,20대,경기도,300만원 미만,오프라인,N,N,N,N,N,N
3047508,202303,M,20대,대구광역시,300만원 미만,온라인,N,N,N,N,N,N
3047839,202303,M,20대,경상남도,300만원 미만,오프라인,N,N,N,N,N,N
3051831,202303,M,20대,경상북도,300만원 미만,온라인,N,N,N,N,N,N
3084641,202303,M,20대,서울특별시,300만원 미만,온라인,N,N,N,N,N,N
3084793,202303,M,20대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
3084828,202303,M,20대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
3085049,202303,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
3085160,202303,M,20대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
3086145,202303,M,20대,충청남도,300만원 미만,오프라인,N,N,N,N,N,N
3086422,202303,M,20대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
3086531,202303,M,20대,부산광역시,300이상500만원 미만,오프라인,N,N,N,N,N,N
3086778,202303,M,20대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
3087054,202303,M,20대,강원도,700만원 이상,온라인,Y,Y,N,N,N,N
3087229,202303,M,20대,경상북도,300이상500만원 미만,오프라인,N,N,N,N,N,N
3087494,202303,M,20대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
3088806,202303,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
3089002,202303,M,30대,부산광역시,700만원 이상,오프라인,N,N,N,N,N,N
3090147,202303,F,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
3090380,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
3091392,202303,M,20대,경기도,500이상700만원 미만,온라인,N,N,N,N,N,N
3092871,202303,M,20대,경상북도,500이상700만원 미만,온라인,N,N,N,N,N,N
3093414,202303,M,20대,부산광역시,700만원 이상,온라인,Y,N,N,N,N,N
3093714,202303,M,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
3094486,202303,M,20대,경상북도,300이상500만원 미만,오프라인,N,N,N,N,N,N
3099392,202303,M,20대,세종특별자치시,300만원 미만,온라인,N,N,N,N,N,N
3102000,202303,M,20대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
3108530,202303,M,20대,부산광역시,무응답,온라인,N,N,Y,N,N,N
3124435,202303,M,20대,강원도,무응답,온라인,N,N,Y,N,N,N
3125310,202303,M,20대,서울특별시,무응답,온라인,N,N,N,N,N,N
3125545,202303,M,20대,광주광역시,무응답,오프라인,N,N,N,N,N,N
3126254,202303,M,20대,부산광역시,300이상500만원 미만,오프라인,N,N,N,N,N,N
3127045,202303,M,20대,대구광역시,300만원 미만,오프라인,N,N,N,N,N,N
3127086,202303,M,20대,경상남도,300만원 미만,오프라인,N,N,N,N,N,N
3127636,202303,M,20대,경상남도,무응답,오프라인,N,N,N,N,N,N
3146195,202303,M,20대,경상남도,500이상700만원 미만,온라인,Y,N,Y,Y,Y,N
3146629,202303,M,20대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
3146714,202303,M,20대,제주특별자치도,300이상500만원 미만,오프라인,N,N,N,N,N,N
3159758,202303,M,20대,부산광역시,700만원 이상,오프라인,N,N,N,N,N,N
3165435,202303,M,20대,서울특별시,300만원 미만,오프라인,Y,N,Y,N,N,N
3165566,202303,M,20대,강원도,700만원 이상,온라인,N,N,N,N,N,N
3165592,202303,M,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
3167217,202303,M,20대,경상남도,무응답,오프라인,N,N,N,N,N,N
3167286,202303,M,20대,경상남도,무응답,오프라인,N,N,N,N,N,N
3169656,202303,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
3170755,202303,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
3173364,202303,M,20대,광주광역시,700만원 이상,온라인,Y,Y,N,N,Y,N
3176091,202303,M,20대,광주광역시,무응답,오프라인,N,N,N,N,N,N
3176878,202303,M,20대,전라남도,무응답,오프라인,Y,N,Y,N,N,N
3179225,202303,M,20대,충청남도,300만원 미만,온라인,N,N,Y,N,N,N
3185038,202303,M,20대,부산광역시,무응답,온라인,N,N,Y,Y,N,N
3185953,202303,M,20대,전라남도,700만원 이상,온라인,N,N,N,N,N,N
3187986,202303,M,20대,서울특별시,300이상500만원 미만,온라인,N,N,Y,N,N,N
3195660,202303,M,20대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
3197970,202303,M,20대,경상북도,700만원 이상,오프라인,N,N,Y,N,N,N
3199633,202303,M,20대,경기도,무응답,오프라인,N,N,N,N,N,N
3199889,202303,M,20대,전라남도,무응답,온라인,N,N,N,N,N,N
3200043,202303,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
3203452,202303,F,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
3205772,202303,M,20대,인천광역시,700만원 이상,오프라인,N,N,N,N,N,N
3209331,202303,M,20대,제주특별자치도,300만원 미만,오프라인,Y,N,N,N,N,N
