RESPOND_ID,EXAMIN_YM,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,PRCHS_MTH_NM,BOOK_DISC_DVD_PRCHS_AT,PBLPRFR_DSPY_EXPRN_PRCHS_AT,GAME_PRCHS_AT,MUSIC_STRMNG_DWLD_VCH_PRCHS_AT,MVP_STRMNG_DWLD_VCH_PRCHS_AT,CLTUR_DGTL_CNTNTS_ETC_PRCHS_AT
424683,202301,M,20대,경상북도,300만원 미만,오프라인,Y,N,N,N,N,N
424689,202301,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
424749,202301,M,20대,전라북도,무응답,오프라인,N,N,N,N,N,N
424830,202301,M,20대,경상북도,무응답,온라인,N,N,N,N,N,N
425066,202301,M,20대,강원도,무응답,온라인,Y,Y,N,Y,Y,N
425635,202301,M,20대,경상남도,700만원 이상,온라인,N,N,N,N,N,N
425711,202301,M,20대,경상북도,500이상700만원 미만,오프라인,N,N,N,N,N,Y
425858,202301,M,20대,부산광역시,700만원 이상,오프라인,N,N,N,N,N,N
425872,202301,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
425939,202301,M,20대,전라남도,500이상700만원 미만,오프라인,N,N,N,N,N,N
425975,202301,M,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
426518,202301,M,20대,세종특별자치시,700만원 이상,오프라인,N,N,N,N,N,N
426564,202301,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
426782,202301,M,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
427073,202301,M,20대,경기도,300이상500만원 미만,오프라인,N,N,N,N,N,N
427113,202301,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
427118,202301,M,20대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
427613,202301,M,20대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
427718,202301,M,20대,강원도,700만원 이상,온라인,N,N,N,N,N,N
428094,202301,M,20대,부산광역시,700만원 이상,온라인,N,N,N,N,N,N
428499,202301,M,20대,세종특별자치시,300이상500만원 미만,오프라인,N,N,N,N,N,N
429389,202301,M,20대,부산광역시,300이상500만원 미만,오프라인,Y,Y,N,N,N,N
429519,202301,M,20대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
429782,202301,M,20대,서울특별시,무응답,오프라인,N,N,N,N,N,N
429783,202301,M,20대,부산광역시,300만원 미만,온라인,N,N,Y,N,N,N
429965,202301,M,20대,경기도,300만원 미만,오프라인,N,N,N,N,N,N
430325,202301,M,20대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
430448,202301,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
430488,202301,M,20대,서울특별시,무응답,오프라인,N,N,N,N,N,N
430734,202301,M,20대,경상남도,300만원 미만,오프라인,N,N,N,N,N,N
430797,202301,M,20대,부산광역시,500이상700만원 미만,오프라인,N,N,N,N,N,N
430890,202301,M,20대,광주광역시,무응답,오프라인,N,N,N,N,N,N
431156,202301,F,20대,경상남도,300만원 미만,온라인,N,N,N,N,N,N
431505,202301,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
431781,202301,M,20대,제주특별자치도,300만원 미만,온라인,N,N,N,N,N,N
431887,202301,M,20대,전라남도,무응답,온라인,N,N,N,N,N,N
431898,202301,M,20대,강원도,700만원 이상,온라인,N,N,N,N,N,N
432199,202301,M,20대,강원도,700만원 이상,온라인,N,N,N,Y,Y,N
432463,202301,M,20대,제주특별자치도,무응답,오프라인,N,N,N,N,N,N
432979,202301,M,20대,부산광역시,700만원 이상,온라인,N,N,N,N,Y,N
433066,202301,M,20대,부산광역시,700만원 이상,온라인,N,N,N,Y,Y,N
433286,202301,M,20대,경상북도,700만원 이상,오프라인,N,N,N,N,N,N
433796,202301,M,20대,부산광역시,무응답,오프라인,N,N,N,N,N,N
435158,202301,M,20대,경상북도,300만원 미만,온라인,N,N,N,N,N,N
435248,202301,M,20대,경기도,300이상500만원 미만,오프라인,N,N,N,N,N,N
435390,202301,M,20대,대구광역시,무응답,오프라인,N,N,N,N,N,N
437934,202301,M,20대,대구광역시,700만원 이상,온라인,N,N,N,N,N,N
437961,202301,M,20대,경상남도,700만원 이상,오프라인,N,N,N,N,N,N
440603,202301,M,20대,전라북도,500이상700만원 미만,오프라인,N,N,N,N,N,N
443547,202301,M,20대,울산광역시,무응답,오프라인,N,N,N,N,N,N
444295,202301,M,20대,경상북도,300만원 미만,오프라인,N,N,N,N,N,N
444643,202301,M,20대,경상남도,300만원 미만,오프라인,N,N,N,N,N,N
444657,202301,M,20대,울산광역시,300만원 미만,온라인,N,N,N,N,N,N
444689,202301,M,20대,대전광역시,300만원 미만,오프라인,N,N,N,N,N,N
445645,202301,M,20대,강원도,무응답,온라인,N,N,Y,N,Y,Y
445835,202301,M,20대,울산광역시,무응답,오프라인,N,N,N,N,N,N
445860,202301,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
445936,202301,M,20대,충청남도,무응답,오프라인,N,N,N,N,N,N
445957,202301,M,20대,경상북도,500이상700만원 미만,온라인,Y,N,N,N,Y,N
446070,202301,M,20대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
446428,202301,M,20대,울산광역시,700만원 이상,온라인,N,N,Y,N,N,N
446445,202301,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
446484,202301,M,20대,경상남도,300만원 미만,오프라인,N,N,N,N,N,N
446599,202301,M,20대,경상남도,300만원 미만,온라인,N,N,N,N,N,N
447050,202301,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
447088,202301,F,50대,세종특별자치시,700만원 이상,온라인,N,N,N,N,N,N
447315,202301,M,20대,충청남도,500이상700만원 미만,오프라인,N,N,N,N,N,N
447357,202301,M,20대,경상북도,무응답,온라인,N,N,Y,N,N,N
447830,202301,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
447913,202301,M,20대,세종특별자치시,500이상700만원 미만,오프라인,N,N,N,N,N,N
447929,202301,M,20대,광주광역시,300만원 미만,오프라인,N,Y,Y,N,N,N
448915,202301,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
449480,202301,M,20대,울산광역시,700만원 이상,온라인,N,N,N,N,N,N
449641,202301,M,20대,경상북도,300만원 미만,온라인,N,N,N,N,N,N
449813,202301,M,20대,부산광역시,300이상500만원 미만,오프라인,N,N,N,N,N,N
449987,202301,M,20대,광주광역시,300만원 미만,오프라인,N,N,N,N,N,N
451264,202301,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
451529,202301,M,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
451732,202301,M,20대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
451829,202301,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
451861,202301,M,20대,전라남도,무응답,오프라인,N,N,N,N,N,N
451886,202301,M,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
451922,202301,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
451958,202301,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
452010,202301,M,20대,경상남도,500이상700만원 미만,온라인,N,N,N,N,N,N
452011,202301,M,20대,경상북도,700만원 이상,오프라인,N,N,N,N,N,N
452029,202301,M,20대,광주광역시,무응답,오프라인,N,N,N,N,N,N
452041,202301,M,20대,강원도,무응답,온라인,N,N,Y,Y,Y,N
452044,202301,M,20대,경상북도,무응답,오프라인,N,N,N,N,N,N
452064,202301,M,20대,강원도,500이상700만원 미만,온라인,N,N,N,N,Y,Y
452077,202301,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
452083,202301,M,20대,부산광역시,300이상500만원 미만,온라인,N,N,N,N,N,N
2954128,202301,M,20대,경기도,300이상500만원 미만,온라인,Y,N,N,N,Y,N
2956614,202301,M,20대,부산광역시,무응답,온라인,Y,N,Y,Y,N,N
2959081,202301,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
2959767,202301,M,20대,광주광역시,300만원 미만,온라인,N,N,N,N,N,N
3004748,202301,M,20대,전라북도,무응답,온라인,N,N,N,N,Y,N
3038604,202301,M,20대,부산광역시,무응답,온라인,N,N,N,N,N,N
3040956,202301,M,20대,강원도,300이상500만원 미만,온라인,Y,Y,Y,Y,Y,N
3043241,202301,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
3049353,202301,M,20대,대전광역시,무응답,온라인,N,N,N,N,N,N
3086418,202301,M,20대,강원도,500이상700만원 미만,온라인,N,N,N,N,Y,N
3205059,202301,M,20대,부산광역시,500이상700만원 미만,온라인,N,N,N,N,N,N
3224421,202301,M,20대,부산광역시,300이상500만원 미만,온라인,N,N,N,N,N,Y
3226119,202301,M,20대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
3235102,202301,M,20대,경상북도,무응답,온라인,N,N,N,N,N,N
53322168,202301,M,40대,강원도,700만원 이상,온라인,N,N,N,N,N,N
53322188,202301,M,20대,강원도,300만원 미만,온라인,N,N,N,N,Y,N
53322190,202301,M,50대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322195,202301,M,30대,강원도,300만원 미만,온라인,N,N,N,N,N,N
53322202,202301,F,40대,강원도,무응답,오프라인,N,N,N,N,N,N
53322222,202301,M,30대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53322238,202301,M,40대,강원도,300만원 미만,온라인,Y,N,Y,Y,N,N
53322248,202301,M,30대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322253,202301,F,50대,강원도,700만원 이상,온라인,N,Y,N,N,N,N
53322256,202301,F,50대,강원도,500이상700만원 미만,온라인,Y,N,N,N,N,N
53322264,202301,F,50대,강원도,무응답,오프라인,N,N,N,N,N,N
53322274,202301,F,50대,경상북도,700만원 이상,온라인,N,N,N,N,N,N
53322285,202301,F,60대 이상,강원도,300만원 미만,온라인,N,N,N,N,N,N
53322294,202301,F,50대,강원도,700만원 이상,온라인,Y,N,N,N,N,N
53322316,202301,M,20대,대전광역시,300이상500만원 미만,온라인,N,N,N,N,N,N
53322323,202301,F,50대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
53322333,202301,F,30대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53322346,202301,F,60대 이상,강원도,700만원 이상,온라인,Y,Y,N,N,N,N
53322361,202301,F,50대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322362,202301,M,20대,강원도,무응답,오프라인,N,N,N,N,N,N
53322392,202301,F,60대 이상,강원도,300만원 미만,온라인,N,N,N,N,N,N
53322415,202301,M,30대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322421,202301,F,50대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
53322440,202301,F,50대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322445,202301,F,60대 이상,강원도,300이상500만원 미만,온라인,N,N,N,Y,N,N
53322454,202301,F,50대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53322477,202301,M,60대 이상,강원도,300만원 미만,오프라인,N,N,N,N,N,N
53322494,202301,F,60대 이상,강원도,300만원 미만,온라인,N,N,N,N,N,N
53322536,202301,F,40대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322541,202301,F,60대 이상,강원도,무응답,온라인,N,N,N,N,N,N
53322583,202301,F,60대 이상,강원도,300만원 미만,오프라인,N,N,N,N,N,N
53322586,202301,F,50대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
53322595,202301,F,50대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53322612,202301,F,30대,강원도,무응답,온라인,N,N,N,N,N,N
53322630,202301,M,60대 이상,강원도,무응답,온라인,N,N,N,N,N,N
53322654,202301,F,50대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322683,202301,M,50대,강원도,300만원 미만,온라인,N,N,N,N,N,N
53322685,202301,F,50대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53322715,202301,F,40대,강원도,500이상700만원 미만,온라인,Y,N,N,N,N,N
53322725,202301,F,30대,강원도,무응답,오프라인,N,N,N,N,N,N
53322731,202301,F,20대,강원도,무응답,오프라인,N,N,N,N,N,N
53322748,202301,F,20대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,Y
53322756,202301,M,20대,강원도,무응답,오프라인,N,Y,N,N,N,N
53322759,202301,M,30대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53322770,202301,F,40대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53322828,202301,M,20대,강원도,무응답,온라인,Y,N,N,N,N,N
53322835,202301,M,40대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322837,202301,M,40대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53322846,202301,M,30대,강원도,300만원 미만,온라인,N,N,N,N,N,N
53322848,202301,M,40대,강원도,300만원 미만,온라인,N,N,N,N,N,N
53322854,202301,F,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53322880,202301,M,50대,강원도,무응답,온라인,N,N,N,N,N,N
53322931,202301,F,50대,강원도,700만원 이상,온라인,N,N,N,N,N,N
53322935,202301,F,50대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
53322938,202301,F,30대,강원도,500이상700만원 미만,온라인,N,N,N,N,Y,N
53322951,202301,M,50대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53322955,202301,F,50대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53322969,202301,M,60대 이상,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53322980,202301,M,40대,강원도,300만원 미만,온라인,N,N,N,N,N,N
53322988,202301,M,40대,강원도,700만원 이상,온라인,N,N,N,N,N,N
53323001,202301,F,60대 이상,강원도,무응답,온라인,N,N,N,N,N,N
53323023,202301,F,30대,강원도,무응답,온라인,N,N,N,N,N,N
53323031,202301,M,50대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323037,202301,F,20대,강원도,무응답,오프라인,N,N,N,N,N,N
53323045,202301,M,20대,강원도,무응답,오프라인,N,Y,N,N,N,N
53323051,202301,M,60대 이상,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323090,202301,F,60대 이상,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323106,202301,F,60대 이상,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323127,202301,M,40대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323132,202301,F,50대,부산광역시,300만원 미만,온라인,N,N,N,N,N,N
53323139,202301,F,60대 이상,강원도,무응답,오프라인,N,N,N,N,N,N
53323146,202301,M,40대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
53323175,202301,F,50대,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53323191,202301,F,60대 이상,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323203,202301,F,40대,강원도,700만원 이상,온라인,N,N,N,N,N,N
53323205,202301,F,40대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53323245,202301,F,60대 이상,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
53323270,202301,F,40대,강원도,300만원 미만,온라인,N,Y,N,N,N,Y
53323273,202301,M,20대,강원도,300만원 미만,온라인,N,N,N,N,N,N
53323282,202301,M,60대 이상,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53323297,202301,F,50대,강원도,700만원 이상,온라인,N,Y,N,N,N,N
53323298,202301,F,60대 이상,강원도,300만원 미만,오프라인,N,N,N,N,N,N
53323303,202301,F,60대 이상,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53323317,202301,M,60대 이상,강원도,300만원 미만,온라인,N,N,N,N,N,N
53323318,202301,F,40대,강원도,700만원 이상,온라인,N,N,N,N,N,N
53323322,202301,M,50대,강원도,700만원 이상,온라인,Y,N,N,N,N,N
53323354,202301,F,50대,강원도,700만원 이상,온라인,N,N,N,N,N,N
53323373,202301,F,20대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323388,202301,F,60대 이상,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53323418,202301,F,40대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323419,202301,M,60대 이상,강원도,300이상500만원 미만,오프라인,N,N,N,N,N,N
53323450,202301,F,40대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53323453,202301,F,40대,강원도,300만원 미만,오프라인,N,Y,N,N,N,Y
53323456,202301,F,20대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
53323460,202301,F,30대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323471,202301,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
53323474,202301,F,20대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53323480,202301,M,20대,강원도,700만원 이상,온라인,Y,N,Y,Y,N,N
53323488,202301,M,40대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323504,202301,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
53323509,202301,F,20대,강원도,700만원 이상,온라인,Y,Y,Y,Y,Y,N
53323516,202301,F,20대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323522,202301,M,20대,강원도,무응답,온라인,N,N,N,N,N,N
53323535,202301,F,40대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323563,202301,F,20대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,Y
53323591,202301,M,40대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53323603,202301,M,40대,강원도,무응답,오프라인,N,N,N,N,N,N
53323605,202301,F,30대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
53323607,202301,M,40대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53323619,202301,F,20대,강원도,300만원 미만,오프라인,N,N,N,N,N,N
53323649,202301,M,30대,강원도,500이상700만원 미만,온라인,N,N,Y,Y,N,N
53323652,202301,F,40대,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323665,202301,F,50대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
53323681,202301,M,40대,강원도,700만원 이상,온라인,N,N,N,N,N,N
53323685,202301,F,30대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
53323694,202301,M,40대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323710,202301,M,50대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323731,202301,M,50대,강원도,300이상500만원 미만,온라인,N,Y,N,N,Y,N
53323742,202301,M,50대,강원도,300이상500만원 미만,온라인,N,N,N,N,N,N
53323743,202301,M,60대 이상,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323746,202301,F,60대 이상,강원도,500이상700만원 미만,오프라인,N,N,N,N,N,N
53323753,202301,F,60대 이상,강원도,700만원 이상,온라인,N,N,N,N,N,N
53323757,202301,M,60대 이상,강원도,무응답,오프라인,N,N,N,N,N,N
53323774,202301,M,50대,강원도,700만원 이상,오프라인,N,N,N,N,N,N
53323785,202301,M,60대 이상,강원도,무응답,온라인,N,N,N,N,N,N
53323787,202301,M,40대,강원도,500이상700만원 미만,온라인,N,N,N,N,N,N
